,age,c_charge_degree,race,age_cat,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
1317,43,0,0,1,0,2,-1.0,3,0,0
1319,37,0,1,1,0,2,-1.0,2,0,0
1320,26,0,0,1,0,0,-1.0,4,1,1
1322,26,1,0,1,0,0,-1.0,2,0,0
1323,32,0,0,1,0,4,0.0,3,0,0
1324,39,0,1,1,0,3,-21.0,4,0,0
1325,58,0,0,0,1,4,-1.0,1,0,0
1326,33,1,0,1,0,0,-1.0,2,0,0
1327,22,1,1,2,1,1,-22.0,3,0,0
1329,21,0,0,2,0,2,-1.0,10,1,1
1331,31,0,1,1,0,0,0.0,7,1,1
1332,43,0,1,1,0,2,-10.0,1,0,0
1333,23,1,0,2,0,0,-1.0,7,0,0
1334,25,0,1,1,0,0,-1.0,2,0,0
1335,22,0,0,2,0,6,-1.0,9,0,0
1336,30,0,0,1,0,6,-1.0,4,0,0
1337,25,0,0,1,0,15,-1.0,9,1,1
1338,20,0,0,2,0,0,-1.0,7,1,1
1339,39,0,1,1,0,0,-1.0,1,0,0
1341,33,0,0,1,0,1,-1.0,2,1,1
1342,59,0,0,0,0,1,-1.0,4,0,0
1343,21,0,1,2,0,1,-8.0,9,0,0
1344,53,0,0,0,0,8,-1.0,6,1,1
1345,34,1,1,1,0,2,-1.0,2,0,0
1346,36,0,1,1,0,6,-25.0,4,0,0
1347,23,0,0,2,0,0,-1.0,3,0,0
1348,32,1,0,1,0,2,0.0,8,0,0
1349,32,1,0,1,0,11,-1.0,9,1,1
1351,66,1,0,0,0,0,-1.0,1,0,0
1352,24,1,1,2,1,0,-1.0,6,0,0
1353,30,0,0,1,0,7,-1.0,10,1,1
1354,28,1,0,1,0,1,-1.0,7,0,0
1355,43,0,1,1,0,4,0.0,5,1,1
1356,35,1,0,1,0,3,-1.0,2,0,0
1357,19,0,0,2,0,2,-21.0,8,1,1
1359,22,1,0,2,0,1,-1.0,6,1,1
1360,29,0,0,1,0,0,0.0,1,0,0
1361,23,1,0,2,1,0,-1.0,4,0,0
1363,33,1,1,1,1,0,-2.0,2,0,0
1364,35,1,0,1,0,1,0.0,4,0,0
1365,53,0,1,0,0,0,0.0,1,1,0
1366,59,0,1,0,0,17,-25.0,6,1,1
1367,48,1,1,0,1,0,-1.0,1,0,0
1368,33,0,0,1,1,1,-10.0,2,0,0
1369,44,1,1,1,0,0,0.0,1,0,0
1370,31,0,1,1,0,10,-18.0,2,1,1
1371,28,0,0,1,0,2,-1.0,4,1,1
1373,51,0,1,0,0,1,-18.0,1,0,0
1374,23,0,0,2,0,0,0.0,7,1,1
1375,21,0,1,2,0,0,0.0,7,0,0
1376,26,0,1,1,0,0,0.0,5,0,0
1377,22,0,0,2,0,3,0.0,9,0,0
1378,29,1,0,1,0,0,-1.0,2,0,0
1379,20,0,0,2,0,2,-1.0,9,1,1
1380,44,1,1,1,0,0,-1.0,1,0,0
1381,41,0,0,1,0,2,-1.0,5,0,0
1382,28,0,0,1,1,4,0.0,4,0,0
1383,27,1,1,1,0,1,-1.0,6,1,1
1384,31,1,1,1,0,7,-1.0,3,0,0
1387,26,0,0,1,0,3,-21.0,3,1,1
1388,20,0,0,2,0,0,-1.0,4,1,0
1389,55,1,1,0,0,2,-1.0,1,1,1
1390,36,0,0,1,0,0,0.0,8,0,0
1391,48,0,0,0,0,4,-1.0,1,1,1
1392,22,0,0,2,0,5,-1.0,4,1,1
1393,23,1,0,2,0,1,-1.0,9,0,0
1394,34,0,0,1,0,19,-1.0,10,1,1
1395,59,0,1,0,1,1,-21.0,1,0,0
1396,37,0,1,1,0,0,-4.0,2,1,1
1397,28,0,1,1,1,0,-1.0,4,1,1
1399,31,0,0,1,0,0,-1.0,2,0,0
1400,38,0,0,1,1,14,-1.0,10,1,1
1401,33,0,0,1,0,0,-4.0,1,1,1
1402,27,0,0,1,0,3,-1.0,8,1,1
1403,25,1,1,1,0,2,0.0,4,1,1
1404,42,0,0,1,1,2,-1.0,2,0,0
1405,22,0,0,2,0,3,-1.0,8,1,1
1406,21,0,0,2,0,0,-1.0,6,0,0
1408,45,0,1,0,0,1,0.0,5,1,1
1409,21,1,0,2,1,1,-11.0,3,1,1
1410,52,1,1,0,0,2,-1.0,1,0,0
1411,29,1,1,1,0,0,-1.0,3,0,0
1412,37,1,0,1,1,0,0.0,4,0,0
1413,34,0,1,1,0,0,-1.0,2,0,0
1414,53,1,0,0,0,0,0.0,1,1,1
1415,30,0,0,1,1,8,-1.0,8,1,1
1416,35,1,1,1,0,0,-7.0,3,0,0
1417,28,0,1,1,0,1,-1.0,4,0,0
1418,21,0,0,2,0,1,-1.0,8,0,0
1419,22,0,0,2,0,1,13.0,7,0,0
1420,42,1,1,1,0,1,-1.0,3,1,1
1421,26,0,0,1,0,3,0.0,4,1,1
1422,54,1,0,0,0,9,0.0,1,0,0
1423,39,0,0,1,0,1,-1.0,2,1,1
1424,30,0,0,1,0,20,0.0,9,1,1
1425,26,0,0,1,1,1,-1.0,6,1,1
1426,41,1,0,1,0,0,0.0,1,0,0
1427,23,1,1,2,0,5,0.0,5,1,1
1428,43,0,1,1,0,1,-1.0,2,1,1
1429,22,1,0,2,0,0,-1.0,3,1,1
1431,27,0,1,1,1,6,-1.0,3,1,1
1432,42,1,0,1,1,2,-1.0,3,0,0
1433,25,0,0,1,0,8,0.0,6,1,1
1434,49,1,0,0,0,4,0.0,2,0,0
1436,52,0,1,0,0,1,-1.0,1,0,0
1437,60,0,1,0,1,2,-1.0,1,0,0
1438,23,1,0,2,1,0,-1.0,6,0,0
1439,30,1,0,1,0,2,-1.0,7,0,0
1440,48,0,0,0,0,9,0.0,6,1,1
1441,32,0,0,1,0,2,0.0,7,1,1
1442,28,0,1,1,0,3,-1.0,3,1,1
1443,24,0,0,2,0,5,-1.0,7,1,1
1445,22,0,0,2,0,3,20.0,5,1,1
1446,44,0,0,1,0,2,-1.0,2,0,0
1447,32,0,1,1,0,3,-1.0,4,0,0
1448,27,1,0,1,1,1,-1.0,2,0,0
1449,52,1,0,0,0,15,0.0,4,1,1
1450,61,1,1,0,0,3,0.0,2,1,1
1451,69,1,0,0,0,3,0.0,1,0,0
1452,51,0,0,0,0,2,-1.0,1,0,0
1453,21,0,1,2,1,1,-1.0,6,0,0
1454,31,1,1,1,0,2,-1.0,6,1,1
1455,19,0,0,2,0,3,-1.0,4,1,1
1456,24,1,0,2,0,12,0.0,9,1,1
1457,24,0,1,2,0,3,-1.0,8,1,1
1458,57,0,1,0,0,3,-2.0,1,0,0
1459,30,0,1,1,0,6,-1.0,7,0,0
1460,43,0,0,1,0,4,-1.0,1,1,1
1461,24,0,0,2,0,4,-1.0,7,0,0
1462,30,1,1,1,1,7,-18.0,7,0,0
1463,25,0,0,1,0,5,-1.0,9,1,1
1465,56,0,1,0,1,1,-1.0,8,0,0
1466,21,0,0,2,0,1,-8.0,8,0,0
1467,31,0,0,1,0,6,-1.0,10,1,1
1468,23,0,0,2,1,1,-1.0,9,0,0
1469,30,0,0,1,0,15,-1.0,10,1,1
1470,42,1,0,1,0,1,-13.0,1,0,0
1471,64,0,1,0,0,0,-1.0,3,0,0
1472,21,0,1,2,1,0,-1.0,6,1,1
1473,36,0,0,1,0,5,17.0,3,0,0
1474,50,0,0,0,1,1,-1.0,1,0,0
1475,23,1,0,2,0,0,0.0,3,1,1
1476,28,0,0,1,0,2,-1.0,3,0,0
1477,25,0,1,1,1,5,-3.0,7,0,0
1481,54,1,1,0,0,14,-1.0,4,1,1
1482,37,1,0,1,0,6,-1.0,1,0,0
1483,25,1,1,1,0,5,-1.0,9,1,1
1484,63,1,1,0,0,0,0.0,1,1,1
1485,35,1,0,1,0,2,-1.0,7,0,0
1487,26,1,1,1,0,0,-1.0,1,1,1
1489,25,1,0,1,0,8,-1.0,10,1,1
1490,33,1,1,1,0,0,-1.0,1,0,0
1491,29,0,0,1,0,7,-1.0,3,0,0
1492,27,1,1,1,0,2,-1.0,4,0,0
1493,37,1,0,1,0,12,-1.0,9,1,1
1494,20,1,1,2,1,3,-1.0,10,1,1
1495,32,0,0,1,0,1,-1.0,2,1,1
1496,72,1,1,0,0,1,-23.0,1,0,0
1497,38,0,1,1,0,0,-1.0,1,0,0
1498,40,0,1,1,0,0,-1.0,2,0,0
1499,23,0,1,2,0,0,-1.0,3,0,0
1500,21,0,1,2,0,5,-10.0,8,1,1
1501,27,0,1,1,0,4,0.0,7,1,1
1502,55,0,1,0,0,13,-1.0,6,1,1
1504,41,1,1,1,1,0,-1.0,1,0,0
1505,56,1,1,0,0,1,-1.0,1,0,0
1506,55,1,1,0,0,11,-1.0,7,0,0
1507,23,0,1,2,1,0,-2.0,6,1,1
1508,28,0,0,1,0,3,-1.0,2,0,0
1509,31,0,0,1,0,2,-1.0,2,1,1
1511,53,1,1,0,0,0,-1.0,1,0,0
1512,27,0,0,1,0,6,-1.0,5,1,1
1513,22,0,1,2,0,0,-1.0,5,1,1
1514,22,0,0,2,1,0,-1.0,4,1,1
1515,33,1,0,1,0,7,-1.0,6,1,1
1516,34,0,0,1,0,15,-6.0,7,0,0
1517,22,1,1,2,0,0,0.0,3,1,1
1518,32,0,0,1,0,12,-1.0,8,1,0
1519,47,0,0,0,0,14,-1.0,9,1,1
1520,24,1,0,2,0,0,0.0,2,0,0
1521,25,0,0,1,0,14,-1.0,10,1,1
1522,56,0,1,0,0,0,0.0,1,0,0
1523,36,0,1,1,0,1,30.0,4,1,1
1524,28,0,0,1,0,4,0.0,6,1,1
1525,20,0,0,2,0,2,-1.0,9,1,1
1526,59,1,1,0,0,0,-2.0,1,0,0
1528,29,0,0,1,1,11,-1.0,8,0,0
1529,72,0,1,0,0,3,-5.0,1,0,0
1530,24,1,0,2,1,2,-1.0,7,1,1
1531,45,0,0,0,0,3,6.0,9,0,0
1532,30,1,0,1,0,7,0.0,10,1,1
1533,45,1,0,0,0,0,-1.0,1,0,0
1534,47,1,1,0,0,0,-1.0,1,0,0
1535,24,0,0,2,0,0,-1.0,3,1,1
1536,20,1,0,2,0,0,-1.0,3,1,1
1537,51,0,1,0,0,6,0.0,1,1,1
1540,49,1,1,0,1,2,-1.0,2,1,1
1541,41,0,1,1,0,5,-1.0,1,0,0
1542,49,0,1,0,0,1,-16.0,3,0,0
1543,26,1,1,1,0,0,-1.0,1,0,0
1545,28,1,0,1,1,0,-1.0,3,0,0
1546,33,1,1,1,0,2,-1.0,2,0,0
1547,46,0,0,0,0,0,0.0,7,0,0
1548,21,1,0,2,0,0,-1.0,4,1,0
1549,26,0,0,1,0,14,0.0,9,1,1
1551,48,0,1,0,0,1,2.0,1,1,1
1552,58,0,0,0,0,24,0.0,6,1,1
1553,29,0,0,1,0,0,-1.0,1,0,0
1554,20,0,0,2,1,2,-1.0,10,1,1
1555,28,1,0,1,0,0,0.0,4,1,1
1556,21,0,1,2,0,0,0.0,8,1,1
1557,26,0,0,1,0,0,-1.0,7,0,0
1558,34,1,0,1,0,3,-4.0,1,0,0
1559,32,0,0,1,0,15,-1.0,8,1,1
1560,38,0,0,1,0,10,0.0,4,1,1
1561,22,0,0,2,0,0,-1.0,3,0,0
1562,42,0,1,1,0,2,-1.0,5,1,1
1563,57,1,1,0,1,0,-1.0,4,0,0
1564,56,0,1,0,1,1,-20.0,1,0,0
1565,32,1,1,1,0,2,0.0,5,1,1
1566,30,0,0,1,0,11,-1.0,8,0,0
1567,29,1,0,1,0,2,-1.0,1,0,0
1568,46,0,0,0,0,15,-1.0,7,1,1
1570,24,0,0,2,1,0,-1.0,3,0,0
1571,70,0,0,0,1,1,-1.0,1,0,0
1572,21,0,1,2,0,0,0.0,6,1,1
1573,45,1,1,0,1,1,-11.0,1,0,0
1574,33,1,1,1,1,2,-1.0,4,0,0
1575,39,0,0,1,1,6,0.0,5,0,0
1576,25,0,1,1,0,6,-16.0,4,0,0
1577,48,1,1,0,0,1,0.0,1,0,0
1579,46,0,1,0,0,0,-1.0,1,0,0
1580,28,1,1,1,0,0,0.0,2,1,1
1582,27,0,0,1,0,1,-1.0,2,0,0
1583,43,0,1,1,0,11,16.0,7,1,1
1585,30,0,0,1,0,9,0.0,10,1,1
1587,29,0,1,1,0,1,-22.0,3,0,0
1588,54,0,0,0,0,8,0.0,1,1,1
1589,20,0,1,2,1,0,0.0,4,0,0
1590,29,0,0,1,0,0,-1.0,1,0,0
1592,67,1,0,0,0,0,-1.0,1,0,0
1594,25,0,0,1,0,0,-1.0,2,0,0
1595,24,0,0,2,0,8,-1.0,9,1,1
1596,29,0,0,1,0,3,-1.0,6,0,0
1597,45,1,0,0,0,2,-1.0,6,0,0
1598,31,0,0,1,0,5,-1.0,5,1,1
1599,23,0,1,2,0,0,-1.0,3,1,1
1600,21,0,0,2,0,0,-1.0,8,1,1
1601,61,1,1,0,0,0,-1.0,1,0,0
1602,51,1,1,0,1,5,-1.0,7,1,1
1603,32,0,0,1,0,1,-15.0,1,0,0
1604,43,0,1,1,0,9,-2.0,6,0,0
1605,32,1,0,1,0,0,-1.0,1,0,0
1606,36,0,0,1,0,0,-1.0,5,0,0
1607,58,0,1,0,0,3,0.0,4,1,1
1609,57,0,0,0,0,12,-1.0,9,0,0
1610,37,0,0,1,0,2,0.0,7,0,0
1611,44,0,0,1,0,6,-1.0,6,0,0
1615,45,0,0,0,0,8,-1.0,7,1,1
1616,48,0,0,0,0,1,-1.0,1,0,0
1617,26,0,0,1,0,13,0.0,8,1,1
1618,34,0,1,1,0,9,-1.0,6,1,1
1619,25,0,0,1,0,0,-1.0,3,0,0
1620,31,1,0,1,0,8,-1.0,7,1,1
1621,43,0,0,1,0,1,-1.0,1,0,0
1622,30,1,0,1,0,0,0.0,1,0,0
1623,50,1,1,0,0,0,-2.0,1,0,0
1624,31,0,0,1,1,2,-1.0,2,0,0
1625,33,1,1,1,1,7,-6.0,6,0,0
1626,32,0,0,1,0,1,-1.0,5,1,1
1627,46,1,1,0,1,0,0.0,1,1,1
1628,22,0,1,2,0,0,-1.0,6,0,0
1629,37,0,0,1,0,8,-1.0,5,1,1
1630,32,0,1,1,1,6,-1.0,6,1,1
1631,23,0,0,2,1,2,-1.0,7,1,1
1632,21,0,1,2,0,0,0.0,5,0,0
1634,52,0,0,0,0,2,-1.0,1,0,0
1635,49,1,1,0,0,2,-1.0,2,0,0
1636,55,0,1,0,0,3,-1.0,7,1,1
1637,22,0,0,2,0,0,-1.0,2,0,0
1638,45,0,1,0,0,0,-1.0,1,0,0
1639,31,0,0,1,1,7,-1.0,5,1,1
1640,22,1,1,2,0,0,-1.0,2,1,1
1641,28,1,0,1,0,5,-1.0,6,0,0
1642,21,0,0,2,0,1,-1.0,5,1,1
1643,37,1,1,1,0,2,-1.0,3,0,0
1644,30,0,0,1,0,21,-1.0,7,1,1
1645,22,0,0,2,0,13,-1.0,10,1,1
1646,35,0,0,1,0,23,-1.0,9,1,1
1647,28,0,0,1,0,11,-1.0,10,0,0
1648,24,0,0,2,0,1,-1.0,3,0,0
1651,32,0,0,1,0,24,-1.0,7,1,1
1653,24,0,0,2,1,1,-1.0,5,0,0
1654,57,0,0,0,0,19,-1.0,3,0,0
1655,21,1,0,2,0,0,-1.0,6,0,0
1656,28,0,1,1,0,0,0.0,2,0,0
1657,51,1,1,0,0,0,0.0,1,0,0
1659,26,1,0,1,0,0,-1.0,2,1,1
1660,20,0,0,2,0,0,-1.0,6,1,1
1661,25,1,0,1,0,6,-1.0,7,0,0
1662,19,1,1,2,0,0,-1.0,6,1,1
1663,49,0,1,0,0,1,-1.0,1,1,1
1664,57,1,0,0,0,27,-9.0,10,0,0
1665,27,1,0,1,1,0,0.0,2,0,0
1666,66,1,1,0,0,1,-1.0,1,0,0
1668,21,0,1,2,0,0,0.0,3,0,0
1669,45,0,1,0,0,1,0.0,2,0,0
1671,37,0,0,1,0,24,-1.0,8,0,0
1672,44,0,1,1,0,13,0.0,9,1,1
1673,64,0,0,0,0,0,-1.0,4,0,0
1674,30,0,0,1,0,1,-1.0,6,1,1
1675,61,1,0,0,0,1,-1.0,1,0,0
1677,49,0,1,0,1,8,-10.0,2,0,0
1678,23,0,0,2,0,0,0.0,7,0,0
1680,21,0,1,2,0,0,-2.0,9,1,1
1681,30,0,1,1,1,2,-1.0,10,1,1
1682,26,1,1,1,0,7,0.0,4,0,0
1683,35,1,0,1,0,3,-1.0,1,1,1
1684,27,1,0,1,0,2,-1.0,9,1,0
1685,38,1,1,1,0,1,0.0,6,0,0
1686,48,0,0,0,0,14,23.0,9,1,1
1687,26,1,1,1,0,0,-1.0,2,0,0
1688,24,0,0,2,0,4,-27.0,8,1,1
1689,28,0,0,1,1,2,0.0,5,1,1
1690,44,0,1,1,1,4,0.0,6,1,1
1691,23,0,1,2,0,2,0.0,7,1,0
1692,34,0,1,1,1,1,-1.0,6,1,1
1693,20,0,1,2,0,1,-1.0,5,1,1
1694,63,0,0,0,0,23,-1.0,4,1,1
1695,36,1,0,1,1,0,0.0,1,0,0
1696,58,0,1,0,0,1,-1.0,1,0,0
1699,35,0,1,1,1,4,-30.0,3,0,0
1700,23,0,0,2,0,3,-1.0,7,0,0
1701,40,0,1,1,0,1,-21.0,1,0,0
1702,31,0,1,1,0,3,-1.0,3,0,0
1703,34,0,1,1,1,5,0.0,4,0,0
1704,23,1,0,2,0,3,-1.0,6,1,1
1705,27,1,1,1,0,0,-5.0,3,1,1
1706,26,0,0,1,1,3,-27.0,5,0,0
1707,49,0,0,0,0,1,0.0,1,0,0
1708,47,1,1,0,1,0,0.0,1,0,0
1710,47,0,0,0,0,6,0.0,2,0,0
1711,34,0,0,1,0,7,0.0,6,1,1
1713,27,0,0,1,0,10,-1.0,9,0,0
1714,52,1,1,0,1,0,0.0,1,0,0
1715,26,1,0,1,0,0,-3.0,3,1,1
1716,25,0,0,1,0,9,0.0,7,0,0
1717,51,0,0,0,0,1,-1.0,2,0,0
1718,29,1,0,1,1,1,0.0,2,1,0
1720,46,0,1,0,0,0,-1.0,1,0,0
1721,28,0,1,1,0,6,-2.0,4,0,0
1722,57,0,0,0,0,0,-1.0,1,0,0
1723,23,0,1,2,0,2,-1.0,5,0,0
1724,34,0,0,1,0,27,-1.0,9,1,1
1725,27,0,0,1,0,3,-1.0,3,0,0
1726,25,1,0,1,0,7,-1.0,9,1,1
1727,31,0,1,1,0,1,-1.0,7,1,1
1728,37,0,0,1,0,8,-1.0,2,0,0
1729,51,0,0,0,0,0,0.0,2,1,1
1731,28,0,0,1,0,8,-1.0,6,1,0
1732,56,0,1,0,0,4,0.0,1,0,0
1733,45,0,0,0,0,15,-1.0,9,1,1
1734,26,0,1,1,0,7,-1.0,6,1,1
1735,33,0,1,1,0,7,-1.0,8,1,1
1736,23,1,1,2,0,0,-2.0,4,0,0
1737,31,1,0,1,0,0,0.0,2,0,0
1738,31,1,0,1,0,0,-1.0,3,0,0
1739,19,0,1,2,0,1,-12.0,9,1,0
1740,32,0,1,1,0,0,0.0,1,0,0
1741,30,1,1,1,0,1,-1.0,3,1,1
1743,66,0,1,0,0,1,-1.0,1,0,0
1744,40,0,0,1,1,0,0.0,1,0,0
1745,59,1,0,0,0,4,0.0,2,0,0
1747,27,1,0,1,0,3,-23.0,7,0,0
1748,22,0,0,2,0,0,-1.0,3,0,0
1749,58,0,1,0,0,1,-1.0,1,0,0
1751,29,0,1,1,0,2,-2.0,3,0,0
1754,27,0,0,1,0,0,-1.0,8,1,1
1756,24,0,1,2,0,0,-3.0,5,0,0
1757,35,0,1,1,1,3,0.0,4,0,0
1759,29,0,0,1,0,7,0.0,8,1,1
1760,30,0,0,1,0,5,-1.0,9,1,1
1761,23,0,0,2,0,1,-1.0,2,1,0
1762,32,0,1,1,0,2,-27.0,4,1,1
1763,22,0,1,2,0,2,-1.0,5,0,0
1764,21,1,0,2,0,0,-1.0,3,0,0
1765,43,1,1,1,1,0,-1.0,2,0,0
1766,29,0,0,1,0,0,-1.0,8,0,0
1767,43,0,0,1,0,1,0.0,3,0,0
1768,25,0,0,1,0,1,-1.0,2,0,0
1769,47,1,1,0,0,0,-1.0,1,0,0
1770,21,0,0,2,1,0,-2.0,5,0,0
1772,54,1,1,0,0,0,0.0,1,0,0
1773,34,0,0,1,0,3,-1.0,1,1,1
1774,28,1,0,1,1,2,-1.0,2,0,0
1775,53,0,1,0,1,4,-1.0,1,1,1
1776,54,1,0,0,0,0,0.0,1,0,0
1777,37,0,1,1,0,3,-1.0,1,1,1
1778,34,0,0,1,0,2,-1.0,4,0,0
1780,60,0,1,0,1,0,-1.0,1,1,1
1781,22,0,0,2,0,0,-1.0,4,0,0
1782,51,0,0,0,0,3,0.0,7,0,0
1783,29,0,0,1,0,0,-1.0,2,1,1
1786,28,1,0,1,0,5,-1.0,6,0,0
1787,33,0,1,1,0,0,-1.0,1,1,1
1788,43,1,1,1,0,4,0.0,2,0,0
1789,45,1,1,0,0,1,-1.0,6,0,0
1790,32,0,1,1,0,5,-1.0,5,1,1
1791,35,0,0,1,1,0,-1.0,3,1,1
1792,23,0,0,2,0,1,-1.0,4,1,1
1793,41,1,1,1,0,1,-1.0,1,0,0
1794,25,0,0,1,0,24,-1.0,10,1,1
1795,35,0,1,1,0,12,-1.0,9,0,0
1796,25,0,0,1,0,4,0.0,6,1,1
1797,69,0,1,0,0,6,-1.0,2,1,1
1798,24,1,0,2,0,0,-1.0,3,0,0
1800,28,0,1,1,0,0,-1.0,4,0,0
1801,47,0,0,0,0,23,-1.0,7,1,1
1803,29,0,0,1,0,13,0.0,10,1,1
1805,26,0,0,1,0,9,-1.0,8,1,1
1806,31,1,0,1,0,0,-1.0,1,0,0
1809,28,0,1,1,0,0,0.0,7,0,0
1810,48,1,1,0,0,1,0.0,1,1,1
1812,44,1,1,1,0,0,-1.0,1,0,0
1813,42,1,0,1,0,7,-1.0,5,0,0
1814,39,0,0,1,0,5,-1.0,7,0,0
1815,46,0,1,0,1,2,-1.0,1,0,0
1816,55,1,1,0,0,0,-1.0,5,0,0
1817,27,0,0,1,0,5,-1.0,9,1,1
1818,31,1,1,1,1,0,-1.0,9,0,0
1819,25,0,0,1,0,0,-1.0,2,0,0
1820,32,1,1,1,0,6,0.0,7,0,0
1821,36,0,0,1,0,2,-1.0,5,0,0
1822,21,0,0,2,0,3,-1.0,7,1,1
1823,39,1,1,1,0,2,0.0,4,0,0
1824,26,1,0,1,1,0,0.0,2,0,0
1825,28,0,0,1,0,8,0.0,8,1,1
1826,67,1,1,0,0,2,-4.0,1,1,1
1827,22,0,0,2,1,0,-1.0,4,0,0
1828,37,1,1,1,0,3,-1.0,1,0,0
1829,23,1,0,2,0,2,-1.0,8,1,1
1830,49,1,0,0,1,14,-1.0,7,1,1
1831,32,1,1,1,0,9,0.0,7,1,1
1832,41,1,1,1,0,9,-1.0,6,0,0
1833,25,1,0,1,0,1,0.0,3,0,0
1835,58,1,1,0,0,0,-1.0,1,0,0
1836,44,1,0,1,0,19,-17.0,9,1,1
1837,28,0,0,1,0,1,0.0,4,1,0
1838,39,0,0,1,1,0,-1.0,5,1,1
1839,54,0,1,0,0,0,-1.0,1,0,0
1841,43,1,1,1,0,0,-1.0,4,0,0
1842,31,1,0,1,0,5,0.0,10,0,0
1843,30,0,0,1,0,11,0.0,10,0,0
1844,27,1,1,1,0,4,-1.0,4,1,1
1845,28,1,0,1,0,0,-1.0,2,1,1
1846,24,1,0,2,0,0,-1.0,7,0,0
1847,43,1,1,1,0,0,0.0,1,0,0
1848,44,1,0,1,0,10,-7.0,4,1,1
1850,24,0,1,2,0,11,-15.0,10,1,1
1852,23,0,0,2,0,0,-1.0,3,0,0
1854,36,1,1,1,0,5,-1.0,3,1,1
1855,27,0,1,1,0,1,-1.0,9,0,0
1856,24,0,0,2,0,0,0.0,10,1,1
1857,66,1,1,0,0,0,-1.0,1,0,0
1858,36,0,1,1,1,3,0.0,4,0,0
1859,53,0,1,0,0,9,-1.0,8,1,1
1860,23,0,1,2,0,1,0.0,3,1,1
1861,22,1,0,2,1,0,0.0,7,1,1
1862,25,0,1,1,0,1,-1.0,3,0,0
1863,56,0,0,0,0,4,-1.0,1,0,0
1866,51,0,0,0,0,1,-1.0,1,1,1
1867,58,1,0,0,1,3,-18.0,1,0,0
1868,24,1,1,2,0,3,0.0,5,0,0
1869,22,0,0,2,0,0,-1.0,3,1,1
1870,39,1,1,1,0,0,-1.0,1,0,0
1871,20,0,1,2,0,3,-1.0,10,1,1
1872,46,0,1,0,0,10,-1.0,7,1,1
1873,38,0,1,1,0,1,-27.0,1,1,1
1874,23,1,1,2,0,0,0.0,8,1,1
1875,39,0,0,1,0,6,-1.0,5,0,0
1876,25,0,0,1,0,0,0.0,8,0,0
1877,31,0,0,1,0,19,-1.0,9,1,1
1878,25,1,0,1,1,1,-1.0,3,1,1
1879,26,0,0,1,0,6,-1.0,6,0,0
1880,25,0,0,1,0,2,-1.0,9,0,0
1881,37,0,1,1,0,11,0.0,8,1,1
1882,36,0,0,1,0,0,-3.0,1,0,0
1883,26,0,0,1,0,1,0.0,6,1,1
1884,21,0,0,2,0,3,-1.0,2,1,1
1885,35,0,0,1,0,7,-23.0,4,1,1
1886,22,0,0,2,0,2,-1.0,4,1,1
1887,25,0,1,1,0,0,0.0,2,0,0
1889,36,1,1,1,0,0,-7.0,1,0,0
1890,24,1,0,2,0,2,-1.0,7,1,1
1891,21,0,0,2,0,0,-1.0,9,1,1
1892,32,0,1,1,0,15,-1.0,9,1,1
1893,33,1,0,1,0,2,0.0,2,1,1
1894,33,0,0,1,0,10,0.0,9,1,1
1896,29,1,1,1,0,0,-2.0,3,0,0
1897,50,0,1,0,0,8,-1.0,3,0,0
1899,33,0,0,1,0,14,-1.0,8,1,1
1900,37,0,0,1,0,13,-1.0,8,1,1
1901,27,0,0,1,0,9,-1.0,7,1,1
1902,27,1,0,1,0,0,-1.0,1,0,0
1904,21,1,1,2,0,1,-1.0,5,1,1
1905,58,0,0,0,0,1,-1.0,1,0,0
1906,27,0,0,1,0,4,-1.0,8,0,0
1908,28,0,1,1,0,1,-1.0,7,1,1
1909,31,1,1,1,1,0,-5.0,3,0,0
1911,24,1,0,2,0,3,-1.0,7,0,0
1912,26,0,0,1,0,6,0.0,9,1,1
1913,43,1,1,1,0,0,-1.0,1,0,0
1915,22,0,0,2,0,3,0.0,6,1,1
1916,23,0,0,2,0,0,-1.0,5,0,0
1917,42,1,1,1,0,0,-1.0,4,0,0
1919,30,1,0,1,0,18,-1.0,10,0,0
1920,29,0,0,1,0,1,-1.0,9,0,0
1921,38,0,1,1,0,2,0.0,4,1,1
1922,26,1,1,1,0,3,-4.0,4,1,0
1924,51,1,0,0,0,5,0.0,7,0,0
1925,36,1,0,1,0,0,0.0,1,0,0
1926,62,1,1,0,0,0,-2.0,1,0,0
1927,23,0,0,2,0,0,0.0,3,1,1
1928,34,0,0,1,0,7,-1.0,5,1,1
1929,35,1,0,1,0,1,-1.0,2,0,0
1930,22,0,1,2,0,0,0.0,3,0,0
1931,29,1,0,1,0,10,-1.0,10,1,1
1932,40,0,0,1,0,0,-3.0,2,0,0
1933,36,0,0,1,0,2,0.0,2,0,0
1934,26,0,0,1,0,8,0.0,8,1,1
1935,25,0,0,1,0,1,-23.0,3,1,1
1936,69,1,1,0,0,0,-3.0,1,0,0
1937,27,0,0,1,0,1,-1.0,4,0,0
1938,20,0,1,2,0,0,0.0,5,1,1
1939,27,0,0,1,0,1,-2.0,1,0,0
1940,24,1,0,2,1,6,-1.0,6,0,0
1941,42,0,1,1,0,0,-7.0,1,0,0
1942,25,0,1,1,0,1,-1.0,3,0,0
1944,25,0,0,1,0,0,-1.0,4,0,0
1945,22,0,0,2,0,0,-1.0,3,0,0
1946,21,0,1,2,0,0,-1.0,4,0,0
